sport,city_tier,num_teams,num_matches,venue_capacity,team_size,tournament_days,has_existing_sponsor,format,sponsorship_tier,estimated_reach,cost_per_person,players_reach,family_reach,venue_reach,wom_reach,social_reach
kabaddi,1,16,67,1250,7,4,0,league+knockout,bronze,8862,0.79,112,198,3345,946,1752
basketball,1,6,15,1350,5,3,1,league,gold,9594,2.61,30,48,2582,210,1544
badminton,3,16,15,300,2,1,0,knockout,gold,349,71.63,32,49,111,64,23
basketball,3,16,120,250,5,5,0,league,silver,2313,6.49,80,103,520,659,128
volleyball,2,16,67,300,6,3,0,league+knockout,gold,2474,10.11,96,134,407,466,241
badminton,2,20,104,200,2,6,0,league+knockout,silver,2503,5.99,40,48,656,589,282
volleyball,1,8,28,950,6,2,0,league,bronze,1961,3.57,48,71,1001,318,601
kabaddi,2,12,66,850,7,3,0,league,silver,4580,3.28,84,130,1375,591,647
cricket,3,14,91,300,11,3,0,league,silver,5545,2.71,154,337,397,1255,139
cricket,1,10,26,1600,11,5,0,league+knockout,platinum,53631,0.93,110,228,6685,958,4834
football,1,32,496,500,11,5,1,league,gold,42800,0.58,352,591,2028,10738,1388
football,2,8,28,400,11,4,1,league,silver,4527,3.31,88,144,953,452,359
badminton,2,4,3,400,2,2,0,knockout,gold,668,37.43,8,11,383,22,110
basketball,2,16,67,800,5,6,0,league+knockout,silver,6934,2.16,80,116,2252,497,945
cricket,3,12,38,450,11,6,0,league+knockout,bronze,5173,1.35,132,267,1338,484,251
football,2,12,38,600,11,3,1,league+knockout,silver,6658,2.25,132,208,1155,581,481
kabaddi,3,8,17,50,7,6,0,league+knockout,silver,785,19.11,56,83,121,117,45
kabaddi,1,24,23,1500,7,2,0,knockout,bronze,3807,1.84,168,250,2242,325,1245
badminton,1,16,67,1900,2,4,1,league+knockout,silver,13641,1.1,32,41,4502,588,2695
cricket,1,16,67,1150,11,4,0,league+knockout,silver,23358,0.64,176,350,3418,2335,2093
basketball,2,8,7,200,5,2,0,knockout,silver,575,26.09,40,63,213,66,118
kabaddi,2,8,7,300,7,2,0,knockout,bronze,754,9.28,56,96,379,94,213
volleyball,1,12,11,650,6,1,1,knockout,silver,839,17.88,72,94,342,112,169
cricket,2,32,31,250,11,2,0,knockout,bronze,3320,2.11,352,746,303,794,264
badminton,1,16,15,800,2,2,0,knockout,platinum,2355,21.23,32,41,920,186,391
cricket,1,8,28,600,11,4,0,league,silver,10541,1.42,88,200,1870,967,1213
basketball,2,24,276,700,5,2,1,league,silver,6035,2.49,120,165,655,2238,293
badminton,1,16,120,400,2,2,0,league,silver,3071,4.88,32,41,543,1249,410
basketball,2,6,5,700,5,1,0,knockout,gold,855,29.24,30,43,365,52,105
cricket,1,16,67,2000,11,5,1,league+knockout,platinum,66436,0.75,176,374,7724,1962,3938
basketball,2,8,17,550,5,3,1,league+knockout,bronze,2155,3.25,40,57,872,147,323
badminton,1,16,120,1000,2,3,0,league,silver,5542,2.71,32,50,1741,1277,1005
football,2,24,149,750,11,6,0,league+knockout,bronze,10796,0.65,264,462,2399,2155,911
badminton,2,24,276,200,2,4,1,league,bronze,3506,2.0,48,68,361,2444,171
cricket,3,20,104,400,11,5,0,league+knockout,gold,11341,2.2,220,450,1115,1123,344
badminton,2,16,120,500,2,2,1,league,silver,2327,6.45,32,45,520,671,271
badminton,1,8,17,1850,2,4,0,league+knockout,gold,14589,1.71,16,23,4752,186,2553
badminton,1,8,7,950,2,2,0,knockout,silver,2140,7.01,16,19,1198,77,830
basketball,3,8,7,150,5,2,0,knockout,gold,436,57.34,40,57,127,32,47
volleyball,2,12,11,300,6,2,1,knockout,platinum,1186,42.16,72,99,315,69,188
kabaddi,2,20,19,600,7,1,0,knockout,silver,1291,11.62,140,252,298,226,160
volleyball,2,6,9,850,6,5,1,league+knockout,gold,5931,4.22,36,48,2065,74,654
football,2,8,7,550,11,2,1,knockout,gold,2650,9.43,88,180,657,134,203
football,1,20,19,1450,11,2,0,knockout,silver,5734,2.62,220,359,1750,368,1126
badminton,1,14,51,1250,2,4,0,league+knockout,bronze,6087,1.15,28,39,2737,629,1803
basketball,1,8,7,1100,5,1,0,knockout,silver,1403,10.69,40,68,647,116,349
cricket,1,16,15,1750,11,2,0,knockout,silver,9945,1.51,176,413,2910,466,1560
basketball,2,20,190,850,5,4,1,league,silver,8044,1.86,100,162,2033,1406,925
basketball,2,8,7,950,5,2,0,knockout,silver,1952,7.68,40,64,1096,71,426
basketball,1,12,11,1550,5,1,1,knockout,bronze,1766,3.96,60,103,996,124,545
kabaddi,1,16,67,1600,7,6,0,league+knockout,gold,27528,0.91,112,165,7228,770,3565
badminton,2,16,15,450,2,2,0,knockout,silver,763,19.66,32,45,435,117,134
cricket,1,32,31,300,11,1,0,knockout,gold,5564,4.49,352,763,208,926,224
volleyball,3,16,15,350,6,2,0,knockout,silver,633,23.7,96,143,261,77,89
volleyball,2,20,19,600,6,1,0,knockout,silver,708,21.19,120,139,249,108,129
kabaddi,1,20,19,350,7,1,1,knockout,silver,1379,10.88,140,245,205,292,144
football,3,4,3,200,11,2,0,knockout,bronze,443,15.8,44,89,173,28,60
volleyball,1,16,15,550,6,2,0,knockout,silver,1298,11.56,96,138,585,117,430
football,2,16,67,750,11,6,0,league+knockout,bronze,9603,0.73,176,280,2544,1199,1308
football,1,8,7,500,11,2,0,knockout,silver,2408,6.23,88,154,783,133,447
football,2,12,66,200,11,2,0,league,bronze,3115,2.25,132,211,203,1374,131
badminton,2,8,7,950,2,2,1,knockout,gold,1723,14.51,16,25,825,43,322
kabaddi,2,16,15,750,7,2,0,knockout,bronze,1510,4.64,112,199,756,191,420
basketball,2,4,3,900,5,2,1,knockout,silver,1744,8.6,20,32,955,27,320
badminton,2,12,66,350,2,5,0,league,platinum,3505,14.27,24,38,840,568,261
kabaddi,2,4,6,1000,7,2,1,league,bronze,2332,3.0,28,43,1126,66,451
kabaddi,1,16,15,1950,7,2,0,knockout,silver,5022,2.99,112,161,2210,178,1524
kabaddi,2,16,15,1000,7,1,0,knockout,gold,1848,13.53,112,171,527,135,287
volleyball,2,12,11,850,6,2,0,knockout,platinum,1978,25.28,72,84,759,65,408
kabaddi,1,16,67,1300,7,3,0,league+knockout,gold,12648,1.98,112,152,2845,1180,1151
volleyball,2,10,9,950,6,2,0,knockout,platinum,2318,21.57,60,90,967,53,457
badminton,2,8,7,300,2,2,0,knockout,silver,438,34.25,16,19,266,52,85
kabaddi,2,12,11,1000,7,2,1,knockout,silver,2469,6.08,84,122,1113,96,422
volleyball,2,8,7,850,6,2,0,knockout,bronze,886,7.9,48,67,807,50,272
kabaddi,2,16,67,450,7,6,0,league+knockout,platinum,8244,6.07,112,186,1527,627,503
football,1,8,17,1850,11,6,0,league+knockout,bronze,18627,0.38,88,152,7059,408,2975
badminton,2,8,28,950,2,2,1,league,silver,2253,6.66,16,23,867,200,384
badminton,1,24,149,1700,2,6,0,league+knockout,platinum,26682,1.87,48,64,6750,1835,2779
volleyball,1,10,45,850,6,4,0,league,silver,4014,3.74,60,79,1636,376,979
volleyball,3,12,38,100,6,5,0,league+knockout,silver,848,17.69,72,97,155,213,39
basketball,2,8,28,550,5,4,1,league,silver,3424,4.38,40,51,1171,290,417
kabaddi,1,24,23,1150,7,1,0,knockout,bronze,1848,3.79,168,247,885,339,414
kabaddi,1,10,9,1300,7,2,0,knockout,silver,3612,4.15,70,126,1797,111,906
kabaddi,2,8,7,800,7,1,1,knockout,bronze,875,8.0,56,82,454,61,215
football,3,16,15,150,11,1,0,knockout,gold,1380,18.12,176,322,68,121,49
football,2,16,15,600,11,2,0,knockout,platinum,4005,12.48,176,339,702,230,333
kabaddi,1,8,17,1250,7,6,0,league+knockout,bronze,11591,0.6,56,82,4627,198,3346
football,1,8,17,1450,11,3,1,league+knockout,gold,16727,1.49,88,143,2899,361,1648
volleyball,3,6,15,50,6,5,0,league,gold,396,63.13,36,43,90,55,23
football,1,10,45,850,11,5,0,league,gold,17294,1.45,110,173,3258,1289,2002
cricket,2,8,7,550,11,2,0,knockout,platinum,3677,13.6,88,170,675,137,292
volleyball,3,24,149,300,6,6,1,league+knockout,silver,2805,5.35,144,223,649,517,168
volleyball,2,16,15,850,6,2,0,knockout,bronze,1115,6.28,96,119,875,111,364
badminton,3,12,38,250,2,3,1,league+knockout,silver,1029,14.58,24,32,303,170,64
basketball,2,8,28,350,5,5,0,league,silver,2240,6.7,40,62,842,250,249
cricket,1,10,26,1100,11,6,1,league+knockout,silver,30926,0.49,110,247,5475,706,3359
kabaddi,2,8,28,350,7,2,1,league,bronze,1159,6.04,56,91,327,246,132
basketball,2,32,263,600,5,6,0,league+knockout,gold,13295,1.88,160,275,1837,3116,579
football,3,8,7,250,11,2,1,knockout,silver,1060,14.15,88,174,206,83,80
kabaddi,2,14,13,800,7,2,0,knockout,silver,2196,6.83,98,169,943,159,461
basketball,1,16,120,950,5,3,0,league,platinum,10775,4.64,80,114,1714,1851,868
volleyball,2,8,17,800,6,4,0,league+knockout,silver,3117,4.81,48,58,1324,127,560
football,1,6,15,1700,11,4,0,league,platinum,25017,2.0,66,116,5440,373,2241
football,2,16,120,850,11,5,0,league,silver,13568,1.11,176,285,2696,2143,1400
cricket,3,16,67,100,11,5,1,league+knockout,bronze,4169,1.68,176,330,290,898,85
badminton,2,8,28,300,2,5,0,league,gold,2133,11.72,16,24,695,224,305
football,2,12,11,650,11,2,0,knockout,bronze,1870,3.74,132,210,788,171,361
cricket,3,24,23,350,11,1,0,knockout,bronze,1983,3.53,264,605,156,336,108
badminton,1,20,104,350,2,5,0,league+knockout,silver,4270,3.51,40,63,1023,1111,518
badminton,1,8,28,1450,2,5,1,league,gold,12168,2.05,16,25,3995,347,2055
kabaddi,2,8,17,650,7,5,0,league+knockout,silver,4308,3.48,56,84,1592,140,444
cricket,3,8,7,100,11,1,0,knockout,platinum,1142,43.78,88,171,46,97,21
football,3,20,19,200,11,1,0,knockout,silver,1418,10.58,220,365,102,191,67
volleyball,2,8,17,750,6,5,1,league+knockout,silver,4591,3.27,48,62,1724,113,837
football,2,8,7,900,11,1,0,knockout,bronze,1234,5.67,88,140,498,98,273
football,2,8,17,700,11,6,1,league+knockout,silver,11101,1.35,88,135,2493,335,1212
volleyball,2,8,7,950,6,2,1,knockout,bronze,924,7.58,48,65,761,40,244
badminton,1,4,4,1450,2,4,1,league+knockout,bronze,8197,0.85,8,10,3889,48,2341
football,1,16,15,1950,11,2,1,knockout,silver,8382,1.79,176,315,2820,437,1241
kabaddi,1,20,19,450,7,2,1,knockout,silver,2206,6.8,140,213,665,294,329
cricket,3,8,28,400,11,2,0,league,platinum,3740,13.37,88,166,379,303,90
cricket,2,12,38,900,11,5,0,league+knockout,bronze,10961,0.64,132,328,2720,711,1347
badminton,2,8,28,450,2,3,1,league,silver,1878,7.99,16,22,692,198,314
cricket,3,16,120,150,11,2,0,league,silver,5152,2.91,176,419,171,1275,79
volleyball,1,16,120,850,6,4,0,league,bronze,4495,1.56,96,120,2155,1181,1121
kabaddi,2,12,11,600,7,2,1,knockout,gold,2182,11.46,84,118,650,95,352
volleyball,2,16,15,450,6,1,0,knockout,silver,704,21.31,96,144,232,133,136
kabaddi,2,12,11,300,7,1,0,knockout,gold,894,27.96,84,149,160,126,77
kabaddi,2,24,149,1000,7,4,0,league+knockout,platinum,14966,3.34,168,293,2229,1654,1020
badminton,2,6,15,900,2,2,0,league,silver,1812,8.28,12,17,813,103,397
cricket,3,24,276,200,11,3,1,league,silver,14321,1.05,264,520,274,4082,122
cricket,2,10,45,400,11,4,1,league,gold,8876,2.82,110,246,1005,800,448
football,2,8,7,800,11,1,0,knockout,silver,1524,9.84,88,170,403,124,231
volleyball,2,16,67,650,6,4,0,league+knockout,silver,3465,4.33,96,138,1250,394,475
cricket,2,20,19,300,11,2,1,knockout,bronze,2386,2.93,220,419,360,363,216
basketball,2,12,38,850,5,3,0,league+knockout,gold,5249,4.76,60,97,1332,434,433
volleyball,3,6,15,300,6,3,0,league,silver,785,19.11,36,45,359,70,102
cricket,3,14,91,350,11,3,0,league,gold,7260,3.44,154,342,521,1185,188
volleyball,2,8,7,400,6,2,0,knockout,silver,647,23.18,48,60,393,50,130
kabaddi,1,16,120,1150,7,3,1,league,gold,13486,1.85,112,201,2455,1683,1495
football,3,10,9,350,11,1,0,knockout,bronze,705,9.93,110,209,169,91,48
volleyball,2,16,67,300,6,4,0,league+knockout,gold,2958,8.45,96,148,564,532,267
badminton,3,16,67,400,2,4,1,league+knockout,gold,2459,10.17,32,45,643,271,142
football,1,24,276,500,11,2,0,league,silver,19738,0.76,264,508,658,7944,373
basketball,2,16,120,150,5,3,0,league,silver,2813,5.33,80,122,265,1238,107
cricket,3,16,120,300,11,2,0,league,bronze,4376,1.6,176,341,300,1464,120
cricket,3,16,120,200,11,2,0,league,silver,6350,2.36,176,376,236,1708,117
kabaddi,1,14,13,1800,7,2,0,knockout,silver,5194,2.89,98,157,2737,207,1129
volleyball,3,20,190,500,6,2,0,league,silver,2297,6.53,120,167,351,1030,123
basketball,1,10,45,1200,5,2,0,league,bronze,3105,2.25,50,66,1324,498,729
cricket,2,6,15,650,11,4,1,league,bronze,5419,1.29,66,152,1648,293,496
kabaddi,3,12,11,500,7,1,0,knockout,gold,916,27.29,84,137,242,80,68
volleyball,2,6,5,200,6,2,0,knockout,silver,328,45.73,36,55,161,29,64
cricket,3,4,6,250,11,5,0,league,silver,2547,5.89,44,91,707,64,142
badminton,1,16,120,1800,2,2,1,league,gold,8683,2.88,32,50,2065,1005,1442
basketball,2,24,149,700,5,5,0,league+knockout,gold,9173,2.73,120,195,1968,1175,659
football,1,16,15,600,11,2,1,knockout,silver,3926,3.82,176,278,940,371,572
basketball,2,4,4,400,5,3,0,league+knockout,silver,1905,7.87,20,33,675,45,296
volleyball,2,20,19,700,6,2,0,knockout,gold,1391,17.97,120,150,578,113,210
badminton,2,12,38,400,2,5,0,league+knockout,platinum,4039,12.38,24,38,1066,212,397
football,1,20,190,650,11,4,1,league,gold,22555,1.11,220,378,2110,4103,1145
football,3,20,19,450,11,1,1,knockout,silver,1779,8.43,220,358,231,163,87
basketball,2,32,31,950,5,2,1,knockout,silver,2843,5.28,160,268,971,267,541
football,2,8,7,250,11,1,0,knockout,silver,870,17.24,88,138,154,100,100
football,3,12,66,150,11,5,0,league,platinum,4966,10.07,132,270,299,861,73
football,1,8,28,1550,11,2,1,league,silver,9194,1.63,88,136,2069,610,1151
volleyball,3,32,31,250,6,1,1,knockout,bronze,621,11.27,192,267,88,163,68
cricket,1,16,120,1650,11,5,0,league,silver,34015,0.44,176,416,5583,3732,4091
cricket,3,32,263,300,11,5,1,league+knockout,silver,16565,0.91,352,764,869,3080,236
cricket,2,16,15,700,11,2,0,knockout,gold,4412,5.67,176,356,809,312,308
badminton,2,10,45,750,2,3,0,league,gold,2891,8.65,20,24,978,273,418
cricket,3,16,15,500,11,1,0,knockout,bronze,1581,4.43,176,418,258,201,118
volleyball,3,8,7,200,6,2,0,knockout,silver,330,45.45,48,64,147,34,54
volleyball,1,20,19,1150,6,1,0,knockout,gold,1588,15.74,120,143,568,214,292
cricket,3,8,7,350,11,1,0,knockout,silver,1089,13.77,88,180,181,110,46
cricket,1,8,7,750,11,1,1,knockout,silver,2889,5.19,88,166,572,221,386
kabaddi,1,8,7,1150,7,1,1,knockout,gold,2318,10.79,56,85,783,82,374
kabaddi,2,16,15,600,7,2,0,knockout,gold,2332,10.72,112,191,761,198,293
basketball,2,12,11,600,5,2,1,knockout,bronze,1025,6.83,60,91,604,92,214
football,2,20,104,200,11,3,0,league+knockout,silver,6136,2.44,220,394,363,1394,268
badminton,1,14,91,1700,2,3,1,league,silver,9781,1.53,28,35,3529,1048,1829
basketball,1,16,67,800,5,3,0,league+knockout,gold,9111,2.74,80,105,1757,1026,1121
basketball,2,24,23,1000,5,1,1,knockout,silver,1841,8.15,120,169,573,234,333
kabaddi,2,16,15,650,7,1,0,knockout,silver,1171,12.81,112,205,309,164,186
football,3,16,15,400,11,2,1,knockout,silver,1724,8.7,176,305,318,137,90
cricket,2,32,496,350,11,2,0,league,silver,33709,0.44,352,710,535,12011,264
football,3,8,7,300,11,2,0,knockout,platinum,1521,32.87,88,163,284,81,60
kabaddi,1,10,45,1900,7,2,0,league,silver,6423,2.34,70,113,2312,523,947
volleyball,2,16,15,450,6,1,0,knockout,gold,828,30.19,96,139,220,89,153
basketball,2,8,28,300,5,3,1,league,gold,2008,12.45,40,61,459,208,156
basketball,2,24,23,300,5,2,0,knockout,platinum,1694,29.52,120,199,275,267,121
badminton,2,16,67,400,2,3,1,league+knockout,gold,3329,7.51,32,45,685,551,221
football,1,32,31,1200,11,2,0,knockout,bronze,4935,1.42,352,638,1484,796,1117
cricket,3,16,67,150,11,4,1,league+knockout,gold,6707,3.73,176,365,270,795,111
cricket,1,12,66,1950,11,3,0,league,bronze,18568,0.38,132,281,4294,2415,3066
volleyball,3,24,23,200,6,1,1,knockout,gold,729,34.29,144,186,83,86,49
volleyball,2,32,496,650,6,4,1,league,silver,8265,1.81,192,290,1076,3842,354
volleyball,2,16,120,550,6,4,0,league,bronze,2728,2.57,96,118,1087,1003,532
kabaddi,2,8,7,900,7,2,0,knockout,silver,1682,8.92,56,101,862,76,307
football,2,6,9,250,11,3,0,league+knockout,platinum,3303,15.14,66,115,437,119,210
cricket,2,6,5,350,11,1,1,knockout,gold,1552,16.11,66,164,218,85,83
football,1,8,17,1750,11,4,1,league+knockout,silver,24631,0.61,88,141,5284,398,3548
basketball,2,10,26,800,5,6,0,league+knockout,silver,6039,2.48,50,84,2254,207,793
kabaddi,3,4,3,450,7,2,0,knockout,platinum,1004,49.8,28,49,376,23,82
basketball,1,8,28,1200,5,2,0,league,silver,4619,3.25,40,64,1592,328,951
volleyball,2,16,15,400,6,1,1,knockout,gold,774,32.3,96,148,173,91,74
kabaddi,2,10,26,950,7,4,0,league+knockout,silver,6110,2.45,70,107,2209,267,632
badminton,2,16,15,200,2,1,1,knockout,bronze,271,25.83,32,43,98,92,58
football,2,10,9,300,11,2,1,knockout,silver,1803,8.32,110,189,358,185,231
volleyball,3,8,7,400,6,1,0,knockout,silver,289,51.9,48,59,132,28,37
kabaddi,1,32,31,400,7,1,1,knockout,silver,2152,6.97,224,401,244,435,297
kabaddi,2,12,66,600,7,2,0,league,bronze,2057,3.4,84,136,630,633,210
volleyball,1,20,19,1650,6,2,0,knockout,platinum,4509,11.09,120,172,1701,184,987
basketball,1,16,67,400,5,6,1,league+knockout,gold,10521,2.38,80,110,1760,1105,1161
cricket,2,10,45,150,11,4,0,league,silver,4581,3.27,110,269,339,964,203
volleyball,2,8,28,900,6,5,0,league,gold,5701,4.39,48,61,2245,241,961
basketball,1,20,19,1150,5,1,0,knockout,bronze,1534,4.56,100,132,680,321,545
kabaddi,1,32,31,1100,7,2,1,knockout,silver,4666,3.21,224,406,1667,409,766
basketball,1,8,28,1600,5,4,0,league,silver,11541,1.3,40,58,4387,320,2629
football,2,24,149,550,11,4,0,league+knockout,silver,11725,1.28,264,509,1500,1993,777
badminton,1,8,28,500,2,5,0,league,silver,2912,5.15,16,24,1327,243,547
cricket,3,24,23,250,11,1,0,knockout,silver,2459,6.1,264,612,121,278,91
cricket,3,10,45,100,11,3,1,league,gold,3729,6.7,110,221,166,554,45
football,1,16,15,400,11,2,0,knockout,gold,3244,7.71,176,273,482,342,457
football,1,16,15,450,11,2,0,knockout,bronze,2253,3.11,176,334,564,441,488
volleyball,2,8,7,450,6,2,0,knockout,platinum,1036,48.26,48,74,386,42,177
football,2,12,11,150,11,2,0,knockout,bronze,957,7.31,132,234,173,169,143
kabaddi,2,16,120,250,7,5,1,league,gold,6525,3.83,112,180,694,1524,367
kabaddi,3,8,17,400,7,5,0,league+knockout,bronze,1628,4.3,56,96,759,124,132
football,3,32,496,450,11,4,0,league,gold,19455,1.29,352,676,935,5429,294
volleyball,1,8,7,1600,6,1,1,knockout,bronze,1366,5.12,48,64,1018,86,496
kabaddi,3,32,263,250,7,4,0,league+knockout,gold,7217,3.46,224,321,446,2006,107
cricket,1,14,91,750,11,2,0,league,silver,12940,1.16,154,328,1295,2836,712
cricket,2,16,120,650,11,2,0,league,platinum,14759,3.39,176,420,742,2386,325
football,3,14,51,100,11,4,1,league+knockout,bronze,2326,3.01,154,298,204,445,90
volleyball,2,10,45,600,6,2,1,league,silver,1688,8.89,60,87,524,274,230
badminton,2,8,28,650,2,3,1,league,bronze,1628,4.3,16,22,851,239,308
basketball,1,16,67,1700,5,5,0,league+knockout,silver,17877,0.84,80,122,5884,1074,2869
volleyball,3,8,7,150,6,1,0,knockout,gold,255,98.04,48,58,53,36,20
football,2,12,11,300,11,1,0,knockout,platinum,1852,27.0,132,247,190,159,95
kabaddi,2,16,15,700,7,2,0,knockout,platinum,2961,16.89,112,157,821,142,413
basketball,3,4,4,300,5,5,0,league+knockout,bronze,1086,6.45,20,32,609,20,131
volleyball,3,12,66,400,6,2,1,league,gold,1494,16.73,72,106,287,279,88
football,3,16,67,150,11,6,0,league+knockout,silver,4080,3.68,176,338,465,605,171
badminton,1,10,45,650,2,5,1,league,gold,7231,3.46,20,29,2271,547,959
volleyball,3,16,15,400,6,1,0,knockout,bronze,373,18.77,96,144,156,63,64
volleyball,3,16,120,150,6,4,0,league,bronze,909,7.7,96,143,240,410,56
volleyball,3,6,15,450,6,3,0,league,bronze,695,10.07,36,51,469,75,92
football,2,16,67,450,11,5,0,league+knockout,silver,8516,1.76,176,292,1427,989,779
cricket,3,12,66,250,11,2,1,league,bronze,3852,1.82,132,317,256,1105,77
volleyball,1,12,11,400,6,1,0,knockout,silver,580,25.86,72,93,227,98,120
cricket,3,8,17,150,11,4,0,league+knockout,bronze,1971,3.55,88,197,319,238,100
cricket,2,16,120,700,11,4,0,league,silver,14016,1.07,176,403,2091,2333,765
volleyball,2,12,66,350,6,5,0,league,gold,3131,7.98,72,105,841,507,428
basketball,3,20,19,400,5,2,0,knockout,platinum,1442,34.67,100,130,368,108,130
badminton,1,10,26,1000,2,3,0,league+knockout,bronze,4136,1.69,20,30,2061,331,1116
football,2,32,31,250,11,1,0,knockout,silver,2643,5.68,352,665,154,431,160
basketball,2,24,23,250,5,2,0,knockout,gold,1305,19.16,120,190,243,202,153
badminton,2,20,104,900,2,5,1,league+knockout,silver,7633,1.97,40,60,2459,719,1119
volleyball,3,8,7,150,6,2,0,knockout,gold,370,67.57,48,74,117,27,46
football,3,16,15,450,11,1,1,knockout,silver,1537,9.76,176,348,187,120,84
kabaddi,3,20,190,300,7,4,1,league,silver,4159,3.61,140,215,511,1282,144
kabaddi,2,32,31,700,7,1,0,knockout,bronze,1415,4.95,224,365,377,360,246
basketball,2,10,45,300,5,4,0,league,bronze,1610,4.35,50,68,535,507,223
basketball,1,8,17,850,5,5,0,league+knockout,bronze,6013,1.16,40,55,2686,189,1528
badminton,3,32,496,300,2,2,0,league,platinum,4975,10.05,64,79,258,1965,91
football,1,8,7,900,11,1,1,knockout,silver,2460,6.1,88,158,616,148,454
basketball,2,20,190,650,5,2,0,league,silver,5390,2.78,100,158,779,2162,273
cricket,3,16,67,250,11,6,0,league+knockout,silver,6121,2.45,176,362,709,800,147
basketball,1,12,11,1050,5,1,1,knockout,silver,1501,9.99,60,81,617,143,264
basketball,1,8,28,600,5,5,1,league,bronze,5330,1.31,40,60,2161,463,1363
cricket,1,6,15,850,11,4,1,league,silver,13730,1.09,66,150,3066,447,1316
volleyball,1,4,3,1300,6,2,1,knockout,silver,2356,6.37,24,31,1413,29,717
cricket,1,8,7,1700,11,2,0,knockout,gold,12130,2.06,88,214,2846,177,2066
basketball,3,24,276,50,5,5,0,league,silver,3498,4.29,120,168,112,1806,47
basketball,2,12,38,150,5,5,1,league+knockout,silver,2276,6.59,60,99,419,350,212
football,1,12,11,500,11,1,0,knockout,gold,2584,9.67,132,252,394,258,342
cricket,2,20,19,200,11,2,0,knockout,bronze,2052,3.41,220,551,224,351,174
basketball,1,16,120,350,5,5,0,league,silver,5730,2.62,80,106,1170,1730,605
badminton,2,20,19,300,2,2,0,knockout,bronze,454,15.42,40,63,261,153,89
kabaddi,1,32,31,950,7,2,0,knockout,gold,4058,6.16,224,402,1120,369,590
basketball,3,16,67,100,5,6,1,league+knockout,silver,1841,8.15,80,108,246,411,77
basketball,3,16,15,500,5,1,1,knockout,platinum,1092,45.79,80,104,197,108,76
football,1,20,104,300,11,3,1,league+knockout,silver,10260,1.46,220,380,699,2102,539
kabaddi,1,6,15,1200,7,3,1,league,silver,7953,1.89,42,70,2734,251,1286
badminton,1,16,15,350,2,2,1,knockout,bronze,841,8.32,32,47,473,120,329
cricket,2,20,104,300,11,5,1,league+knockout,silver,12293,1.22,220,428,1091,1725,470
