sport,city_tier,current_registrations,days_since_open,total_days_available,max_teams,entry_fee,prize_pool,has_sponsor,format,fill_percentage,days_remaining,projected_registrations,fill_rate,label
volleyball,1,9,13,14,10,1250,47000,1,league,90.0,1,12.5,1.252,oversubscribed
football,2,3,12,19,16,1800,10000,0,knockout,18.8,7,9.0,0.561,wont_fill
cricket,2,4,2,8,8,2250,4500,0,league,50.0,6,12.0,2.718,oversubscribed
badminton,3,13,4,10,16,1200,5500,1,knockout,81.2,6,24.0,2.102,oversubscribed
volleyball,2,1,5,9,4,2400,2000,0,league+knockout,25.0,4,1.9,0.475,wont_fill
kabaddi,1,6,9,16,8,600,2500,0,knockout,75.0,7,12.0,1.811,oversubscribed
kabaddi,3,3,1,10,16,1150,5000,0,league+knockout,18.8,9,18.2,1.136,will_fill
badminton,2,4,9,11,6,1350,11000,0,league+knockout,66.7,2,5.8,0.959,will_fill
football,3,3,8,8,14,1300,9500,1,knockout,21.4,0,1.4,0.097,wont_fill
cricket,1,1,11,20,8,1500,29000,1,league,12.5,9,4.3,0.534,wont_fill
badminton,2,4,11,11,8,1200,24500,0,league,50.0,0,4.6,0.577,wont_fill
volleyball,1,6,3,10,16,3950,46500,0,knockout,37.5,7,24.0,1.666,oversubscribed
volleyball,2,10,6,14,20,1500,13500,0,knockout,50.0,8,29.6,1.478,oversubscribed
kabaddi,1,4,4,16,24,3400,32000,1,league,16.7,12,23.3,0.972,will_fill
volleyball,3,3,4,9,12,500,7500,0,league+knockout,25.0,5,6.0,0.5,wont_fill
football,1,3,18,21,8,2700,6000,1,league+knockout,37.5,3,5.0,0.621,wont_fill
cricket,1,9,6,9,16,3850,28500,0,league+knockout,56.2,3,19.6,1.223,oversubscribed
badminton,3,9,13,16,16,1050,1500,0,knockout,56.2,3,11.9,0.743,wont_fill
volleyball,3,5,1,7,16,1300,11500,0,league,31.2,6,24.0,1.567,oversubscribed
cricket,2,9,6,10,12,1800,11000,0,league,75.0,4,18.0,1.768,oversubscribed
badminton,1,10,2,11,16,4900,31000,0,knockout,62.5,9,24.0,5.413,oversubscribed
football,2,5,17,20,16,1300,15500,0,league+knockout,31.2,3,9.6,0.597,wont_fill
basketball,3,0,3,5,10,700,5000,0,league+knockout,0.0,2,0.5,0.045,wont_fill
cricket,3,9,5,11,16,100,2000,0,knockout,56.2,6,24.0,1.589,oversubscribed
volleyball,2,3,3,10,24,1850,14000,0,league+knockout,12.5,7,8.5,0.356,wont_fill
volleyball,2,3,13,15,14,1500,4500,0,league+knockout,21.4,2,3.0,0.212,wont_fill
football,2,4,4,21,8,1900,11500,0,league+knockout,50.0,17,12.0,3.24,oversubscribed
football,1,2,6,6,12,1850,31500,0,knockout,16.7,0,2.7,0.226,wont_fill
kabaddi,1,3,12,16,16,4700,31500,0,league+knockout,18.8,4,4.0,0.252,wont_fill
badminton,2,9,7,11,16,2450,21500,0,league,56.2,4,15.8,0.985,will_fill
kabaddi,2,2,1,9,20,2600,18500,0,knockout,10.0,8,18.2,0.908,will_fill
badminton,3,1,5,16,4,1000,5500,1,knockout,25.0,11,3.5,0.883,will_fill
badminton,1,4,5,5,8,2450,4000,0,knockout,50.0,0,4.6,0.57,wont_fill
basketball,1,3,9,9,8,3550,23000,1,league+knockout,37.5,0,3.0,0.371,wont_fill
basketball,2,2,3,16,8,2300,22000,1,league,25.0,13,12.0,1.789,oversubscribed
cricket,1,9,6,6,24,1900,28500,0,knockout,37.5,0,8.4,0.351,wont_fill
kabaddi,3,3,18,21,8,950,4000,1,knockout,37.5,3,3.9,0.484,wont_fill
volleyball,2,1,9,12,12,1400,19000,0,knockout,8.3,3,0.9,0.079,wont_fill
cricket,3,1,1,5,4,1050,8000,0,league,25.0,4,6.0,1.612,oversubscribed
basketball,3,4,5,19,8,350,2000,0,knockout,50.0,14,12.0,2.2,oversubscribed
volleyball,3,1,9,9,16,1300,10000,0,knockout,6.2,0,2.2,0.139,wont_fill
cricket,2,6,5,12,16,2750,12500,0,knockout,37.5,7,22.5,1.405,oversubscribed
basketball,2,5,15,15,16,1500,6000,1,league,31.2,0,5.9,0.369,wont_fill
basketball,2,15,6,10,16,300,12000,0,league,93.8,4,24.0,2.292,oversubscribed
cricket,1,6,8,11,8,4450,30000,0,knockout,75.0,3,12.0,1.741,oversubscribed
kabaddi,2,2,5,5,8,2950,4000,1,league,25.0,0,1.2,0.145,wont_fill
kabaddi,1,4,2,7,16,4050,44000,0,knockout,25.0,5,19.9,1.243,oversubscribed
volleyball,3,2,2,5,8,550,6500,0,knockout,25.0,3,4.5,0.557,wont_fill
cricket,2,6,7,18,16,1000,4500,1,league,37.5,11,24.0,1.511,oversubscribed
badminton,3,4,2,5,8,250,2000,0,league,50.0,3,9.6,1.2,oversubscribed
basketball,2,5,5,6,6,950,4500,1,knockout,83.3,1,7.6,1.259,oversubscribed
volleyball,2,1,1,8,8,2150,13000,0,knockout,12.5,7,9.1,1.135,will_fill
basketball,3,4,15,20,24,900,5000,1,league,16.7,5,8.2,0.34,wont_fill
badminton,3,2,1,5,16,750,6000,0,league,12.5,4,8.0,0.498,wont_fill
football,3,11,6,6,24,700,1500,0,knockout,45.8,0,12.1,0.503,wont_fill
badminton,3,3,2,8,10,600,11000,0,league+knockout,30.0,6,9.8,0.98,will_fill
football,3,3,5,15,8,450,1000,1,league,37.5,10,10.1,1.26,oversubscribed
badminton,1,6,5,6,8,2550,2500,0,knockout,75.0,1,8.1,1.009,will_fill
volleyball,1,6,4,19,20,4150,43000,0,league+knockout,30.0,15,30.0,1.675,oversubscribed
football,2,4,2,8,8,450,12500,0,league,50.0,6,12.0,3.308,oversubscribed
cricket,2,9,9,12,24,2450,7500,1,knockout,37.5,3,18.1,0.755,wont_fill
badminton,1,2,18,19,20,4800,35500,0,knockout,10.0,1,4.3,0.215,wont_fill
volleyball,2,2,3,7,8,650,18500,0,knockout,25.0,4,7.0,0.88,will_fill
volleyball,1,1,13,15,4,600,24500,1,league,25.0,2,1.4,0.356,wont_fill
basketball,2,4,1,7,10,450,18000,0,knockout,40.0,6,15.0,4.992,oversubscribed
basketball,2,6,3,8,16,1650,11500,0,league,37.5,5,18.3,1.145,will_fill
kabaddi,1,4,17,17,24,4000,17000,0,league+knockout,16.7,0,0.1,0.003,wont_fill
kabaddi,3,7,5,11,20,150,7000,0,league+knockout,35.0,6,14.2,0.708,wont_fill
football,1,12,4,6,16,3050,18000,0,league,75.0,2,24.0,1.673,oversubscribed
badminton,3,3,11,15,4,150,5500,0,knockout,75.0,4,4.5,1.134,will_fill
badminton,3,5,1,6,16,1300,9500,0,league+knockout,31.2,5,22.6,1.415,oversubscribed
volleyball,2,4,3,19,8,2950,4000,0,knockout,50.0,16,12.0,3.526,oversubscribed
kabaddi,1,9,5,6,32,4400,47500,0,knockout,28.1,1,13.7,0.43,wont_fill
football,1,9,10,17,20,3850,43000,0,knockout,45.0,7,25.1,1.253,oversubscribed
football,1,5,2,8,16,1000,2500,0,league,31.2,6,24.0,1.865,oversubscribed
football,1,1,1,12,6,1400,27000,0,knockout,16.7,11,9.0,5.513,oversubscribed
football,3,5,10,20,8,850,5500,1,league,62.5,10,12.0,1.558,oversubscribed
basketball,3,8,6,14,14,400,3000,0,knockout,57.1,8,20.1,1.436,oversubscribed
cricket,2,5,3,9,20,1300,22000,0,league,25.0,6,21.4,1.071,will_fill
badminton,3,1,7,7,12,1450,11500,1,knockout,8.3,0,1.9,0.161,wont_fill
basketball,3,4,9,11,16,1150,3000,0,league,25.0,2,5.5,0.341,wont_fill
football,2,5,5,11,16,900,18000,0,knockout,31.2,6,17.7,1.106,will_fill
volleyball,1,12,8,10,16,4350,41500,0,league+knockout,75.0,2,18.0,1.127,will_fill
football,1,10,6,18,32,1800,4500,1,knockout,31.2,12,48.0,2.21,oversubscribed
volleyball,1,2,2,11,12,900,35000,1,knockout,16.7,9,18.0,1.981,oversubscribed
cricket,2,8,3,10,24,1300,7000,0,league,33.3,7,35.9,1.497,oversubscribed
football,1,11,3,18,20,3500,34000,0,league+knockout,55.0,15,30.0,5.128,oversubscribed
basketball,2,3,8,21,8,2650,22500,0,knockout,37.5,13,12.0,1.528,oversubscribed
volleyball,3,3,6,7,8,650,11000,0,knockout,37.5,1,3.4,0.428,wont_fill
badminton,2,12,2,10,16,900,11500,1,league,75.0,8,24.0,4.566,oversubscribed
badminton,3,1,1,19,16,850,3500,0,league,6.2,18,16.2,1.011,will_fill
football,2,12,3,5,32,450,14500,1,league,37.5,2,34.4,1.075,will_fill
kabaddi,2,9,5,10,24,2950,24500,0,league,37.5,5,20.7,0.864,will_fill
basketball,3,17,7,17,24,450,4000,1,league,70.8,10,36.0,1.796,oversubscribed
badminton,2,21,11,11,24,2650,17000,0,league+knockout,87.5,0,21.3,0.889,will_fill
volleyball,2,2,2,9,14,2800,7500,0,league,14.3,7,10.1,0.721,wont_fill
badminton,2,7,11,11,16,2700,3000,1,league,43.8,0,6.7,0.422,wont_fill
kabaddi,2,8,11,19,12,1550,15500,0,knockout,66.7,8,17.6,1.466,oversubscribed
volleyball,2,9,7,8,16,1250,4000,0,league,56.2,1,11.9,0.746,wont_fill
kabaddi,2,5,8,11,16,900,4500,0,knockout,31.2,3,7.5,0.467,wont_fill
volleyball,2,2,3,18,12,450,1500,0,league+knockout,16.7,15,9.5,0.792,wont_fill
basketball,1,15,8,16,20,4500,38000,0,knockout,75.0,8,30.0,2.601,oversubscribed
football,1,17,3,18,20,4050,38000,1,league,85.0,15,30.0,9.416,oversubscribed
basketball,3,5,1,17,24,850,4000,0,knockout,20.8,16,36.0,3.423,oversubscribed
volleyball,1,10,6,14,20,2750,43500,1,league,50.0,8,30.0,1.66,oversubscribed
volleyball,1,1,4,12,4,3650,26000,0,knockout,25.0,8,5.0,1.242,oversubscribed
cricket,2,11,8,13,20,2400,24000,0,knockout,55.0,5,23.2,1.16,oversubscribed
cricket,2,8,1,12,16,1650,18500,0,knockout,50.0,11,24.0,10.738,oversubscribed
volleyball,3,6,3,8,8,1500,12000,0,league,75.0,5,12.0,1.677,oversubscribed
basketball,2,2,9,19,6,2500,5500,0,league,33.3,10,6.1,1.01,will_fill
basketball,1,14,4,11,20,700,10000,0,knockout,70.0,7,30.0,3.204,oversubscribed
cricket,2,5,6,18,16,2600,2000,0,league,31.2,12,22.7,1.417,oversubscribed
basketball,2,10,1,17,20,2100,6000,0,league+knockout,50.0,16,30.0,8.555,oversubscribed
volleyball,1,2,2,12,8,1650,5500,0,league+knockout,25.0,10,12.0,1.696,oversubscribed
volleyball,3,1,9,9,8,850,5000,0,league,12.5,0,1.1,0.138,wont_fill
kabaddi,2,13,1,9,20,2150,12500,0,knockout,65.0,8,30.0,6.311,oversubscribed
basketball,1,6,11,15,10,600,41500,0,league+knockout,60.0,4,11.9,1.185,oversubscribed
badminton,2,2,1,6,8,3000,15500,1,league+knockout,25.0,5,12.0,1.665,oversubscribed
basketball,2,6,5,7,14,1300,13500,1,league,42.9,2,10.6,0.756,wont_fill
football,3,5,1,5,16,1100,8000,0,league,31.2,4,24.0,1.694,oversubscribed
basketball,2,9,2,9,16,2300,10500,0,league,56.2,7,24.0,2.833,oversubscribed
football,3,8,1,11,20,950,1000,0,league,40.0,10,30.0,4.097,oversubscribed
kabaddi,2,1,11,19,6,1300,18000,1,league,16.7,8,2.5,0.415,wont_fill
kabaddi,3,3,4,18,6,250,3500,0,knockout,50.0,14,9.0,2.389,oversubscribed
badminton,2,24,5,9,24,2750,15000,1,knockout,100.0,4,36.0,2.348,oversubscribed
volleyball,1,6,5,14,10,4600,47500,1,knockout,60.0,9,15.0,2.801,oversubscribed
basketball,3,14,3,5,16,750,1000,1,league,87.5,2,24.0,1.597,oversubscribed
basketball,1,9,4,11,14,800,7500,0,league,64.3,7,21.0,2.714,oversubscribed
badminton,2,7,14,21,20,950,4000,0,league+knockout,35.0,7,11.6,0.578,wont_fill
basketball,2,1,4,16,12,2100,7000,0,league,8.3,12,4.3,0.357,wont_fill
kabaddi,2,6,6,15,10,950,3000,1,knockout,60.0,9,15.0,1.863,oversubscribed
badminton,1,5,14,17,12,4100,49000,0,league,41.7,3,9.1,0.758,wont_fill
kabaddi,3,2,1,10,12,300,10000,0,league,16.7,9,16.9,1.404,oversubscribed
cricket,2,5,18,19,12,1300,9000,0,league+knockout,41.7,1,7.0,0.58,wont_fill
football,2,5,5,6,16,1100,17000,0,league+knockout,31.2,1,6.8,0.428,wont_fill
basketball,3,18,6,18,20,1250,6500,0,knockout,90.0,12,30.0,3.026,oversubscribed
volleyball,3,8,10,12,20,1100,6500,1,league,40.0,2,8.9,0.447,wont_fill
badminton,2,6,12,16,8,1800,1500,0,league,75.0,4,9.8,1.229,oversubscribed
basketball,2,2,4,21,8,2250,18000,0,league,25.0,17,12.0,1.655,oversubscribed
badminton,2,11,7,15,14,1250,12500,0,knockout,78.6,8,21.0,2.107,oversubscribed
basketball,1,3,7,11,14,3500,40000,0,league,21.4,4,5.6,0.399,wont_fill
volleyball,2,5,14,19,8,1650,13000,0,league,62.5,5,7.1,0.89,will_fill
cricket,2,2,1,7,16,700,16000,0,knockout,12.5,6,24.0,1.727,oversubscribed
basketball,1,3,3,17,8,2000,48500,1,league,37.5,14,12.0,4.423,oversubscribed
cricket,2,3,6,8,20,1500,12500,0,league+knockout,15.0,2,6.1,0.306,wont_fill
cricket,2,0,4,8,6,1400,14500,0,league,0.0,4,0.1,0.02,wont_fill
kabaddi,1,8,6,8,16,3000,47000,0,league,50.0,2,12.4,0.775,wont_fill
badminton,2,1,9,21,8,700,7500,1,knockout,12.5,12,3.3,0.407,wont_fill
badminton,3,2,9,18,6,600,10000,0,league,33.3,9,4.2,0.702,wont_fill
kabaddi,3,3,11,14,4,750,5000,0,league,75.0,3,4.0,0.99,will_fill
basketball,1,6,2,19,16,4400,48000,1,knockout,37.5,17,24.0,7.49,oversubscribed
basketball,2,7,2,12,24,450,14000,0,league+knockout,29.2,10,36.0,2.082,oversubscribed
kabaddi,2,3,10,16,16,350,19000,0,league+knockout,18.8,6,5.1,0.32,wont_fill
cricket,2,2,5,9,16,1450,5000,0,league+knockout,12.5,4,3.5,0.217,wont_fill
badminton,1,5,13,20,14,2850,30500,0,knockout,35.7,7,10.2,0.725,wont_fill
badminton,3,0,15,21,4,500,5500,1,league+knockout,0.0,6,0.0,0.0,wont_fill
kabaddi,2,4,2,19,16,1650,21000,1,knockout,25.0,17,24.0,2.882,oversubscribed
badminton,2,7,15,19,12,2350,2500,0,league,58.3,4,10.3,0.859,will_fill
volleyball,2,4,2,8,16,1700,3500,1,league+knockout,25.0,6,14.8,0.925,will_fill
badminton,1,7,9,9,20,3600,41000,1,league,35.0,0,6.0,0.3,wont_fill
badminton,2,15,6,13,16,1050,22500,0,league,93.8,7,24.0,2.36,oversubscribed
kabaddi,3,4,6,8,20,900,10000,1,league,20.0,2,4.5,0.223,wont_fill
basketball,2,2,1,6,20,450,21500,0,league,10.0,5,16.0,0.798,wont_fill
badminton,2,2,2,11,16,300,10500,1,knockout,12.5,9,19.9,1.241,oversubscribed
cricket,2,14,12,14,24,500,20500,0,league+knockout,58.3,2,22.6,0.94,will_fill
kabaddi,3,1,16,18,8,1150,12000,1,league+knockout,12.5,2,1.5,0.193,wont_fill
badminton,2,5,14,20,16,2300,8500,0,knockout,31.2,6,10.3,0.643,wont_fill
volleyball,2,10,9,13,20,1250,17500,1,league,50.0,4,19.1,0.956,will_fill
football,1,2,8,9,6,2350,6500,0,knockout,33.3,1,3.6,0.598,wont_fill
kabaddi,1,3,10,15,12,4650,4500,0,knockout,25.0,5,6.3,0.521,wont_fill
basketball,3,7,1,11,12,950,4000,0,knockout,58.3,10,18.0,6.407,oversubscribed
cricket,1,4,5,5,12,4800,3000,0,league,33.3,0,3.3,0.271,wont_fill
football,3,0,4,15,6,100,5000,0,league+knockout,0.0,11,0.0,0.0,wont_fill
cricket,2,10,13,19,16,1500,23000,1,league+knockout,62.5,6,21.7,1.357,oversubscribed
volleyball,3,7,7,14,10,1050,10500,0,league+knockout,70.0,7,12.4,1.236,oversubscribed
badminton,2,3,1,17,6,2900,5000,1,knockout,50.0,16,9.0,11.57,oversubscribed
badminton,3,6,4,6,12,1200,7000,0,knockout,50.0,2,8.0,0.669,wont_fill
football,1,2,5,5,14,900,15500,0,knockout,14.3,0,4.3,0.31,wont_fill
cricket,1,4,9,18,24,2700,7500,1,league,16.7,9,13.0,0.543,wont_fill
football,1,3,9,11,24,2500,20500,0,knockout,12.5,2,4.2,0.175,wont_fill
football,2,1,9,14,16,2550,12000,1,knockout,6.2,5,3.8,0.235,wont_fill
badminton,3,4,6,8,12,150,7000,0,league,33.3,2,5.2,0.433,wont_fill
kabaddi,2,1,12,14,4,1300,12500,0,league,25.0,2,1.6,0.392,wont_fill
volleyball,2,8,1,20,24,1550,14500,0,league,33.3,19,36.0,6.496,oversubscribed
volleyball,1,22,9,17,24,1850,4500,0,league,91.7,8,36.0,2.324,oversubscribed
basketball,3,2,6,7,16,1250,7500,0,knockout,12.5,1,2.1,0.128,wont_fill
cricket,3,0,13,21,6,950,5500,0,knockout,0.0,8,0.0,0.0,wont_fill
football,1,3,7,9,12,2950,7000,0,league+knockout,25.0,2,5.2,0.433,wont_fill
football,1,1,2,21,4,1600,31000,0,knockout,25.0,19,6.0,7.212,oversubscribed
cricket,2,16,9,16,20,3000,3000,0,league,80.0,7,30.0,1.988,oversubscribed
cricket,1,5,4,5,8,2300,46500,1,league+knockout,62.5,1,9.0,1.128,will_fill
volleyball,3,6,1,9,24,350,9000,0,league,25.0,8,36.0,1.791,oversubscribed
basketball,2,1,5,5,12,400,11500,0,league+knockout,8.3,0,0.8,0.063,wont_fill
basketball,1,1,2,8,6,1150,38500,0,league,16.7,6,8.1,1.346,oversubscribed
basketball,2,10,5,7,12,2950,14500,1,league+knockout,83.3,2,17.8,1.482,oversubscribed
cricket,1,1,3,21,8,4250,20500,0,league,12.5,18,12.0,1.629,oversubscribed
football,1,10,2,5,16,3100,23500,0,knockout,62.5,3,24.0,2.912,oversubscribed
cricket,3,1,1,8,8,200,8500,0,league,12.5,7,11.8,1.469,oversubscribed
volleyball,3,6,3,5,12,650,1500,0,league,50.0,2,11.3,0.942,will_fill
volleyball,3,3,7,11,4,350,10000,1,league+knockout,75.0,4,4.4,1.102,will_fill
volleyball,2,1,5,8,16,2550,16500,0,league,6.2,3,2.8,0.175,wont_fill
kabaddi,2,8,6,9,16,1700,23000,0,knockout,50.0,3,16.5,1.029,will_fill
cricket,3,6,1,14,10,600,10500,0,league,60.0,13,15.0,10.504,oversubscribed
badminton,1,6,15,19,16,4150,16000,0,league,37.5,4,11.4,0.712,wont_fill
football,2,2,9,9,8,2100,9000,0,knockout,25.0,0,2.7,0.336,wont_fill
basketball,3,3,7,7,8,200,2000,1,knockout,37.5,0,3.0,0.381,wont_fill
badminton,2,4,10,10,14,2350,12500,0,league,28.6,0,4.6,0.331,wont_fill
football,2,8,5,15,16,1800,10000,0,knockout,50.0,10,24.0,2.218,oversubscribed
football,3,11,9,14,16,550,5000,0,knockout,68.8,5,19.7,1.233,oversubscribed
football,2,3,1,19,12,2850,4500,0,knockout,25.0,18,18.0,7.065,oversubscribed
volleyball,2,11,11,14,16,1250,15500,0,league+knockout,68.8,3,15.1,0.942,will_fill
volleyball,3,8,14,19,20,850,12000,1,knockout,40.0,5,14.8,0.741,wont_fill
football,2,6,2,5,10,2050,2500,0,league,60.0,3,15.0,1.957,oversubscribed
kabaddi,2,1,1,19,8,1950,23500,1,league,12.5,18,12.0,2.797,oversubscribed
football,2,2,4,18,8,1800,5500,1,knockout,25.0,14,12.0,1.892,oversubscribed
kabaddi,3,6,2,5,16,1050,8500,0,league,37.5,3,14.4,0.902,will_fill
basketball,1,1,3,8,4,1600,49000,1,league,25.0,5,5.5,1.379,oversubscribed
badminton,1,3,3,6,24,2750,15000,1,knockout,12.5,3,7.7,0.322,wont_fill
cricket,1,4,10,21,14,3950,36000,0,knockout,28.6,11,18.0,1.284,oversubscribed
basketball,1,9,5,11,20,3350,5000,0,league,45.0,6,25.4,1.272,oversubscribed
cricket,3,11,6,9,20,950,11500,1,knockout,55.0,3,20.6,1.028,will_fill
cricket,2,2,5,13,8,1200,20500,1,league+knockout,25.0,8,8.2,1.029,will_fill
kabaddi,2,3,12,14,8,1200,4000,0,knockout,37.5,2,4.2,0.528,wont_fill
volleyball,1,2,1,6,8,1850,7500,0,league,25.0,5,12.0,1.81,oversubscribed
badminton,1,9,1,9,14,3600,6500,0,knockout,64.3,8,21.0,9.055,oversubscribed
badminton,1,10,13,18,24,1950,30000,1,league,41.7,5,17.4,0.725,wont_fill
basketball,2,3,13,13,8,900,19000,0,knockout,37.5,0,3.2,0.395,wont_fill
cricket,1,4,13,16,16,4850,36000,0,knockout,25.0,3,8.0,0.499,wont_fill
football,1,1,5,13,8,2000,48000,1,knockout,12.5,8,6.6,0.823,will_fill
kabaddi,3,2,8,8,10,950,7500,0,league,20.0,0,1.3,0.128,wont_fill
basketball,1,6,8,8,10,1750,19500,1,league,60.0,0,4.5,0.454,wont_fill
basketball,3,2,3,5,6,750,11500,0,knockout,33.3,2,5.1,0.854,will_fill
football,2,5,12,16,16,2100,4500,0,knockout,31.2,4,8.9,0.554,wont_fill
kabaddi,3,5,15,21,12,500,9000,0,knockout,41.7,6,10.1,0.841,will_fill
cricket,3,2,19,21,20,800,8500,0,league,10.0,2,3.8,0.191,wont_fill
football,3,2,6,6,16,950,10000,1,league+knockout,12.5,0,4.2,0.263,wont_fill
football,3,3,3,21,8,850,11500,1,league,37.5,18,12.0,3.275,oversubscribed
volleyball,3,8,16,18,14,850,500,0,league,57.1,2,9.1,0.65,wont_fill
football,2,6,6,10,8,2300,21000,0,knockout,75.0,4,12.0,1.978,oversubscribed
basketball,2,2,2,8,20,950,12000,0,knockout,10.0,6,9.0,0.452,wont_fill
football,2,2,5,7,12,2800,18000,0,league,16.7,2,5.0,0.413,wont_fill
football,2,9,7,9,20,2700,24000,0,league+knockout,45.0,2,15.0,0.748,wont_fill
kabaddi,2,12,2,7,16,450,3000,0,knockout,75.0,5,24.0,2.79,oversubscribed
basketball,2,9,17,19,16,2550,3500,0,league,56.2,2,12.7,0.796,wont_fill
cricket,1,3,3,5,16,600,27500,0,knockout,18.8,2,12.4,0.772,wont_fill
volleyball,3,4,9,21,14,1300,10500,0,league,28.6,12,8.2,0.589,wont_fill
football,2,2,13,14,16,2750,16500,1,knockout,12.5,1,3.8,0.239,wont_fill
volleyball,2,18,14,17,20,500,15000,0,knockout,90.0,3,26.2,1.312,oversubscribed
football,2,12,2,6,16,1950,20500,0,knockout,75.0,4,24.0,3.485,oversubscribed
basketball,2,3,6,7,12,1850,9000,0,knockout,25.0,1,4.7,0.391,wont_fill
volleyball,1,17,3,16,24,1300,41000,0,league+knockout,70.8,13,36.0,4.684,oversubscribed
cricket,2,8,4,6,24,2750,11500,0,league+knockout,33.3,2,13.2,0.549,wont_fill
cricket,2,3,14,15,8,2850,23000,0,knockout,37.5,1,4.5,0.564,wont_fill
kabaddi,2,3,11,13,16,2550,1500,0,league+knockout,18.8,2,5.4,0.336,wont_fill
volleyball,2,10,5,6,20,2000,9000,0,league,50.0,1,9.7,0.487,wont_fill
badminton,3,7,3,18,16,550,2500,0,league+knockout,43.8,15,24.0,1.819,oversubscribed
kabaddi,2,5,14,15,8,1450,2000,0,league+knockout,62.5,1,6.6,0.821,will_fill
football,2,5,1,14,14,850,23000,0,league+knockout,35.7,13,21.0,7.097,oversubscribed
kabaddi,1,4,14,14,8,1550,29500,1,league,50.0,0,3.8,0.471,wont_fill
kabaddi,3,1,15,15,14,250,6500,1,league,7.1,0,0.5,0.035,wont_fill
cricket,3,13,9,21,24,700,500,0,knockout,54.2,12,36.0,1.562,oversubscribed
volleyball,3,0,3,17,4,450,4000,0,knockout,0.0,14,0.0,0.0,wont_fill
cricket,2,9,3,8,32,2650,3000,0,league,28.1,5,32.3,1.008,will_fill
basketball,2,4,8,17,8,1150,15000,0,knockout,50.0,9,12.0,1.634,oversubscribed
football,1,6,12,21,16,2650,22000,1,league,37.5,9,19.8,1.234,oversubscribed
volleyball,2,8,6,7,12,1450,3500,0,league,66.7,1,11.7,0.976,will_fill
volleyball,3,9,7,21,12,150,8000,0,league,75.0,14,18.0,2.353,oversubscribed
football,1,7,3,15,24,4100,45000,1,league+knockout,29.2,12,36.0,2.422,oversubscribed
volleyball,3,10,8,14,24,500,5500,0,league,41.7,6,17.9,0.746,wont_fill
badminton,2,3,12,19,16,600,12500,0,knockout,18.8,7,5.3,0.334,wont_fill
cricket,2,2,1,9,16,1250,6000,1,league,12.5,8,24.0,1.771,oversubscribed
badminton,2,2,4,19,8,1350,5500,0,league+knockout,25.0,15,10.7,1.337,oversubscribed
kabaddi,3,1,1,7,6,600,5500,0,league,16.7,6,5.3,0.88,will_fill
basketball,1,4,3,15,10,800,49000,1,knockout,40.0,12,15.0,5.086,oversubscribed
badminton,2,7,7,10,10,650,9500,0,league,70.0,3,11.6,1.162,oversubscribed
football,3,12,14,17,16,150,2000,1,knockout,75.0,3,19.8,1.241,oversubscribed
basketball,2,5,8,9,14,1050,21500,0,knockout,35.7,1,4.5,0.321,wont_fill
cricket,3,1,1,8,4,1250,500,0,knockout,25.0,7,6.0,2.394,oversubscribed
cricket,2,5,3,15,8,800,5000,1,knockout,62.5,12,12.0,5.743,oversubscribed
basketball,1,3,20,21,16,2650,2500,1,league,18.8,1,2.6,0.164,wont_fill
volleyball,3,3,4,18,16,1350,7000,0,league+knockout,18.8,14,8.6,0.538,wont_fill
basketball,2,4,4,13,20,2800,9500,0,knockout,20.0,9,16.1,0.804,wont_fill
badminton,3,7,2,5,16,250,2500,0,knockout,43.8,3,17.1,1.069,will_fill
kabaddi,1,11,7,18,24,1200,29000,0,league+knockout,45.8,11,34.6,1.443,oversubscribed
football,1,5,15,19,8,4650,19500,0,knockout,62.5,4,11.0,1.379,oversubscribed
basketball,2,1,16,21,20,2900,5500,1,league,5.0,5,0.0,0.0,wont_fill
badminton,1,4,12,17,16,1150,10500,0,knockout,25.0,5,7.2,0.449,wont_fill
basketball,2,6,1,11,24,1100,10500,0,knockout,25.0,10,36.0,3.936,oversubscribed
kabaddi,2,9,2,6,16,2850,19000,1,league+knockout,56.2,4,24.0,1.728,oversubscribed
football,2,14,11,21,32,2250,8000,0,knockout,43.8,10,35.8,1.119,will_fill
volleyball,1,1,8,15,10,4800,36500,0,league+knockout,10.0,7,1.2,0.116,wont_fill
volleyball,1,1,10,12,20,1500,30000,0,knockout,5.0,2,2.0,0.101,wont_fill
volleyball,3,7,5,9,16,750,5500,0,knockout,43.8,4,12.4,0.772,wont_fill
kabaddi,2,7,5,5,20,1100,4500,1,knockout,35.0,0,5.9,0.295,wont_fill
football,2,3,5,14,16,1150,15500,0,league+knockout,18.8,9,13.1,0.819,wont_fill
kabaddi,2,1,9,9,4,2900,20500,1,league+knockout,25.0,0,1.8,0.454,wont_fill
football,2,2,3,9,8,1550,21500,0,knockout,25.0,6,9.2,1.154,oversubscribed
badminton,3,17,5,9,20,200,11000,0,league+knockout,85.0,4,30.0,1.74,oversubscribed
badminton,1,4,6,12,8,4900,24500,0,knockout,50.0,6,12.0,1.555,oversubscribed
volleyball,2,2,15,18,16,1450,9000,1,knockout,12.5,3,4.2,0.264,wont_fill
kabaddi,2,0,3,15,6,1700,18000,0,league+knockout,0.0,12,0.0,0.0,wont_fill
badminton,3,3,7,15,16,650,4500,1,league,18.8,8,8.9,0.556,wont_fill
badminton,2,2,1,18,4,2950,24000,1,knockout,50.0,17,6.0,15.381,oversubscribed
volleyball,1,3,14,14,8,950,5500,0,league,37.5,0,3.2,0.399,wont_fill
